180,80
118,36
170,102
10,178
199,149
120,185
37,3
132,103
32,16
17,158
159,100
100,152
183,100
65,176
110,188
175,32
185,73
194,15
194,134
175,46
180,124
69,95
17,98
200,99
50,64
144,89
41,32
129,64
155,91
44,156
62,41
37,71
2,192
154,190
51,125
46,151
111,142
48,15
50,165
146,135
53,115
195,30
66,6
159,192
116,194
160,30
6,17
127,34
197,71
131,166
120,165
83,197
5,35
131,82
61,29
111,112
86,14
198,138
14,31
41,87
197,27
92,170
158,187
58,61
107,54
172,116
164,32
113,88
48,120
107,53
135,32
35,148
115,70
76,185
22,155
84,140
166,140
75,79
117,120
91,0
200,108
83,34
59,57
152,195
19,4
57,160
65,82
30,8
108,72
138,84
159,11
124,39
58,16
72,75
3,7
183,144
179,13
191,188
194,176
63,108
118,167
0,26
74,135
20,31
175,10
125,20
10,84
136,128
114,98
73,110
4,19
85,118
189,38
57,191
77,139
84,96
123,14
93,142
55,48
116,167
35,165
61,154
44,142
39,77
198,131
121,2
45,8
65,42
130,81
71,34
199,53
110,109
199,175
40,174
187,76
179,50
149,0
52,47
103,64
16,98
23,0
179,92
15,160
18,152
33,60
113,76
55,179
65,185
18,126
107,50
152,88
185,60
15,40
67,95
66,81
10,94
136,147
80,132
109,197
6,5
189,113
19,32
113,137
118,41
117,100
30,26
159,122
94,51
181,152
76,132
28,129
155,61
22,5
136,0
52,184
26,72
116,164
59,149
199,157
159,23
50,10
132,178
20,16
172,123
68,157
173,10
153,54
19,5
107,96
44,76
142,164
63,169
144,68
142,191
123,125
18,48
107,31
188,78
106,186
74,189
2,76
71,21
20,73
142,60
132,79
33,94
183,3
190,127
121,33
147,134
48,188
21,173
130,192
195,22
41,116
146,101
200,114
0,178
10,80
93,141
127,112
44,57
66,77
151,67
125,198
19,77
154,112
83,66
68,170
176,54
140,45
164,123
119,48
43,178
15,117
177,147
84,27
66,175
42,132
19,136
18,175
47,48
42,162
171,128
54,182
171,98
192,45
99,52
153,150
59,156
110,94
106,13
9,162
193,79
24,101
106,67
120,65
1,26
36,153
105,25
150,133
52,90
34,71
79,176
95,141
133,37
144,14
185,157
75,115
129,135
144,196
92,158
71,134
135,199
151,190
152,102
115,28
129,73
19,27
55,191
162,73
155,3
36,100
89,57
91,172
19,49
31,148
47,55
75,132
199,120
7,140
131,41
125,174
146,20
62,149
98,103
104,143
174,36
131,111
154,59
181,92
199,139
86,131
60,6
69,116
40,196
64,46
28,66
12,171
189,62
80,82
23,132
27,100
56,100
166,92
95,109
98,72
108,109
187,129
80,127
21,120
103,65
177,97
126,15
26,181
179,36
187,125
0,50
130,26
63,97
126,121
32,187
24,72
115,136
187,64
52,51
82,42
122,99
9,168
142,59
22,167
58,135
11,193
154,70
156,90
118,144
26,65
36,162
55,151
53,147
116,42
139,122
189,190
2,56
37,181
14,84
194,101
120,141
70,134
86,91
15,48
189,12
163,126
152,49
170,183
132,56
21,108
156,157
188,103
77,94
18,22
78,20
173,183
61,152
93,183
177,20
16,120
148,65
101,173
146,66
164,134
95,11
116,50
142,19
118,112
150,2
52,136
146,150
115,86
73,145
12,34
96,24
67,106
172,157
64,164
56,156
106,184
22,13
2,198
122,23
6,19
83,63
178,29
109,154
58,1
127,20
160,8
112,107
75,133
133,121
71,61
75,175
28,80
121,19
198,63
132,24
83,181
54,20
168,5
28,17
40,100
18,149
4,68
0,110
39,63
29,116
193,67
141,176
124,48
42,21
24,31
128,9
59,176
17,150
108,175
60,27
83,99
85,65
131,95
95,28
137,106
13,161
25,187
5,180
148,195
77,93
128,150
162,66
1,23
77,55
160,58
29,49
27,150
25,194
151,12
83,141
100,99
13,163
68,120
161,198
62,134
177,86
168,56
15,47
100,77
175,150
9,106
52,109
92,133
21,47
27,182
159,98
36,84
143,140
197,38
3,83
62,182
43,92
164,193
69,5
99,60
119,73
88,178
42,177
152,107
111,192
101,33
149,31
133,153
159,110
155,158
36,197
68,17
114,151
184,45
130,172
195,54
191,52
176,193
132,110
127,102
127,100
20,30
77,124
115,65
112,111
41,64
45,11
200,140
82,93
52,30
64,114
21,11
15,70
115,129
125,42
90,144
184,3
133,151
45,187
14,158
104,8
18,66
132,142
149,162
147,83
6,42
123,65
21,81
39,195
43,183
107,102
187,70
61,148
136,115
135,103
173,98
180,79
107,136
111,7
90,103
187,101
164,124
126,17
199,141
78,58
129,3
157,195
180,84
84,191
92,121
28,191
97,45
75,90
35,43
15,136
73,84
145,85
20,90
134,66
72,150
129,185
83,147
50,174
164,27
178,32
50,103
121,128
67,50
143,53
157,180
150,49
64,60
73,12
182,124
65,110
36,11
66,50
135,194
7,6
144,121
58,160
79,121
112,187
155,52
191,30
69,36
108,194
190,2
111,92
158,21
57,104
177,71
199,15
30,109
70,93
142,136
63,192
98,30
157,83
142,188
80,75
164,110
149,12
133,85
128,124
138,164
25,88
46,22
159,198
184,78
192,167
49,171
90,66
60,144
86,143
177,65
14,171
93,147
190,94
30,178
68,150
142,61
62,15
143,41
154,31
179,90
45,157
139,73
93,115
54,75
199,60
168,75
124,37
74,86
46,61
65,189
95,89
135,88
46,184
95,172
143,92
92,192
27,188
181,53
13,170
175,145
150,107
143,2
51,179
139,128
192,68
61,18
47,134
136,23
93,175
192,80
11,175
85,155
91,11
171,54
182,67
47,33
26,162
83,151
155,80
176,99
57,154
169,36
6,110
