0,146
58,3
74,105
103,149
9,17
180,125
101,116
64,105
46,108
4,111
145,116
40,115
62,120
97,78
49,109
85,116
39,192
170,111
172,0
183,74
8,18
19,2
28,32
49,180
17,112
40,9
71,72
180,128
75,74
108,3
73,114
95,26
16,130
110,10
12,16
24,135
73,115
181,114
123,107
0,9
9,110
43,119
84,78
32,33
180,105
101,15
45,10
113,142
49,174
8,9
113,85
148,90
103,101
180,142
28,2
5,130
56,44
12,49
180,127
104,198
26,25
20,19
183,12
0,5
39,123
152,4
117,111
157,42
14,15
26,2
56,38
176,123
173,9
200,0
5,136
113,14
180,149
197,4
55,137
12,63
72,9
64,117
192,35
54,2
50,93
2,162
148,83
27,5
12,135
138,14
62,54
125,126
0,111
122,123
123,116
173,128
96,147
4,107
83,81
162,4
57,62
181,133
0,195
96,119
192,0
78,90
4,2
3,114
182,0
75,180
68,115
195,129
184,122
102,2
170,129
150,75
46,87
74,9
12,130
73,105
68,114
2,12
149,137
12,118
136,141
179,2
138,113
74,106
16,115
184,99
170,0
68,2
23,25
59,106
4,7
182,129
181,170
105,114
10,125
153,44
113,106
103,180
18,7
180,74
167,0
102,70
4,6
152,0
148,133
105,107
193,116
102,3
58,118
149,74
26,17
40,121
105,63
183,2
185,4
147,198
116,146
162,16
8,12
123,114
12,168
173,141
29,77
134,79
8,200
110,119
66,14
55,117
183,16
39,105
87,105
85,114
5,107
46,110
193,39
0,117
57,61
189,0
52,2
186,0
49,63
104,102
40,129
46,137
105,129
90,2
181,136
4,126
126,79
173,0
122,116
24,80
22,17
118,115
16,126
8,63
72,38
4,63
199,0
49,56
152,120
55,107
182,146
46,59
154,150
5,127
196,41
0,114
115,79
163,44
4,5
57,72
49,114
165,0
148,149
150,74
117,63
89,2
19,22
71,66
4,115
58,141
159,0
170,4
74,107
3,126
16,133
23,2
55,63
61,2
27,26
2,87
181,141
2,63
79,119
71,13
12,114
49,120
6,104
110,85
180,114
173,133
71,9
154,94
95,90
61,38
13,12
40,120
84,26
53,79
94,2
156,149
113,130
12,68
39,134
