precision_g4,recall_g4,precision_g35,recall_g35,precision_la,recall_la
0.15,0.42857142857142855,0.16666666666666666,0.2857142857142857,0.21428571428571427,0.42857142857142855
0.15384615384615385,0.4444444444444444,0.0,0.0,0.125,0.2222222222222222
0.10714285714285714,0.42857142857142855,0.2,0.2857142857142857,0.1875,0.42857142857142855
0.2,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857
0.06896551724137931,0.25,0.2222222222222222,0.25,0.08333333333333333,0.125
0.13333333333333333,0.5714285714285714,0.4,0.42857142857142855,0.2222222222222222,0.42857142857142855
0.1,0.2857142857142857,0.1,0.14285714285714285,0.0,0.0
0.06451612903225806,0.25,0.0,0.0,0.0,0.0
0.10714285714285714,0.25,0.4,0.25,0.0,0.0
0.06896551724137931,0.4,0.1,0.2,0.14285714285714285,0.4
0.13333333333333333,0.5,0.3076923076923077,0.75,0.3076923076923077,0.75
0.07142857142857142,0.2857142857142857,0.0,0.0,0.25,0.42857142857142855
0.06666666666666667,0.25,0.1111111111111111,0.125,0.0625,0.125
0.14814814814814814,0.4444444444444444,0.36363636363636365,0.4444444444444444,0.2,0.3333333333333333
0.14285714285714285,0.4444444444444444,0.2,0.2222222222222222,0.23076923076923078,0.3333333333333333
0.07407407407407407,0.2222222222222222,0.2,0.4444444444444444,0.26666666666666666,0.3333333333333333
0.037037037037037035,0.1111111111111111,0.25,0.2222222222222222,0.16666666666666666,0.2222222222222222
0.14285714285714285,0.5,0.2222222222222222,0.25,0.0,0.0
0.06896551724137931,0.4,0.0,0.0,0.07692307692307693,0.2
0.10344827586206896,0.42857142857142855,0.3333333333333333,0.2857142857142857,0.2,0.2857142857142857
0.10714285714285714,0.3333333333333333,0.125,0.1111111111111111,0.0,0.0
0.034482758620689655,0.16666666666666666,0.0,0.0,0.06666666666666667,0.16666666666666666
0.06896551724137931,0.2857142857142857,0.0,0.0,0.16666666666666666,0.2857142857142857
0.20689655172413793,0.75,0.5384615384615384,0.625,0.0,0.0
0.034482758620689655,0.16666666666666666,0.14285714285714285,0.16666666666666666,0.0,0.0
0.10714285714285714,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.0,0.0
0.10344827586206896,0.375,0.23076923076923078,0.375,0.14285714285714285,0.25
0.0,0.0,0.0,0.0,0.0,0.0
0.03571428571428571,0.14285714285714285,0.1111111111111111,0.14285714285714285,0.058823529411764705,0.14285714285714285
0.0,0.0,0.125,0.2,0.0,0.0
0.0,0.0,0.0,0.0,0.0625,0.16666666666666666
0.0,0.0,0.0,0.0,0.06666666666666667,0.16666666666666666
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.09375,0.5,0.25,0.3333333333333333,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.125,0.42857142857142855,0.125,0.14285714285714285,0.15384615384615385,0.14285714285714285
0.125,0.4444444444444444,0.125,0.1111111111111111,0.0,0.0
0.09375,0.6,0.0,0.0,0.0,0.0
0.09090909090909091,0.42857142857142855,0.2727272727272727,0.42857142857142855,0.06666666666666667,0.14285714285714285
0.18181818181818182,0.6666666666666666,0.4,0.3333333333333333,0.2857142857142857,0.5
0.12121212121212122,0.8,0.375,0.6,0.06666666666666667,0.2
0.09090909090909091,0.5,0.2,0.3333333333333333,0.17647058823529413,0.5
0.09375,0.6,0.375,0.6,0.23076923076923078,0.4
0.12121212121212122,0.6,0.1111111111111111,0.2,0.2,0.4
0.15625,0.7142857142857143,0.09090909090909091,0.2857142857142857,0.0,0.0
0.07407407407407407,0.4,0.2857142857142857,0.4,0.0,0.0
0.18181818181818182,1.0,0.3,0.5,0.0,0.0
0.12121212121212122,1.0,0.2,0.5,0.0,0.0
0.14705882352941177,0.8333333333333334,0.1,0.16666666666666666,0.125,0.3333333333333333
0.08823529411764706,0.5,0.2222222222222222,0.3333333333333333,0.09090909090909091,0.16666666666666666
0.16666666666666666,0.5,0.0,0.0,0.08333333333333333,0.25
0.08333333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.25,0.5
0.0625,0.2,0.3333333333333333,0.6,0.17647058823529413,0.4
0.14285714285714285,0.4,0.2,0.4,0.07142857142857142,0.2
0.14285714285714285,0.4,0.4444444444444444,0.8,0.15384615384615385,0.4
0.0,0.0,0.4,0.4,0.05,0.2
0.07142857142857142,0.2,0.3,0.4,0.13333333333333333,0.4
0.0,0.0,0.3,0.4,0.23076923076923078,0.6
0.15384615384615385,0.4,0.125,0.4,0.26666666666666666,0.6
0.1111111111111111,0.4,0.0,0.0,0.23529411764705882,0.8
0.2,0.75,0.2727272727272727,0.75,0.25,0.75
0.11764705882352941,0.3333333333333333,0.5,0.5,0.2,0.5
0.375,1.0,0.4,0.8,0.2,0.6
0.11764705882352941,0.4,0.5,0.4,0.125,0.2
0.13333333333333333,0.4,0.2,0.4,0.2,0.4
0.06666666666666667,0.3333333333333333,0.07692307692307693,0.3333333333333333,0.1,0.6666666666666666
0.2222222222222222,1.0,0.2857142857142857,1.0,0.2222222222222222,1.0
0.16666666666666666,0.75,0.25,0.75,0.14285714285714285,0.5
0.06666666666666667,0.2,0.125,0.2,0.07142857142857142,0.2
0.07142857142857142,0.2,0.125,0.2,0.125,0.2
0.13333333333333333,0.14285714285714285,0.0,0.0,0.05555555555555555,0.14285714285714285
0.14285714285714285,0.2857142857142857,0.0,0.0,0.15384615384615385,0.2857142857142857
0.0,0.0,0.1111111111111111,0.14285714285714285,0.0,0.0
0.07142857142857142,0.2,0.07692307692307693,0.2,0.07692307692307693,0.2
0.0625,0.2,0.1,0.2,0.07692307692307693,0.2
0.0,0.0,0.08333333333333333,0.3333333333333333,0.13333333333333333,0.6666666666666666
0.07142857142857142,0.3333333333333333,0.0,0.0,0.07142857142857142,0.3333333333333333
0.13333333333333333,0.5,0.16666666666666666,0.25,0.0,0.0
0.14285714285714285,0.2,0.25,0.2,0.08333333333333333,0.2
0.13333333333333333,0.5,0.3,0.75,0.0,0.0
0.15384615384615385,0.14285714285714285,0.18181818181818182,0.14285714285714285,0.06666666666666667,0.14285714285714285
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.13333333333333333,0.14285714285714285,0.2,0.2857142857142857,0.21428571428571427,0.2857142857142857
0.13333333333333333,0.25,0.0,0.0,0.14285714285714285,0.125
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.15384615384615385,0.2,0.2857142857142857,0.2
0.13333333333333333,0.2857142857142857,0.0,0.0,0.11764705882352941,0.2857142857142857
0.13333333333333333,0.2,0.07692307692307693,0.2,0.0,0.0
0.07142857142857142,0.1111111111111111,0.14285714285714285,0.1111111111111111,0.0625,0.1111111111111111
0.07692307692307693,0.14285714285714285,0.0,0.0,0.08333333333333333,0.14285714285714285
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.13333333333333333,0.2,0.09090909090909091,0.1,0.05555555555555555,0.1
0.07692307692307693,0.1,0.16666666666666666,0.1,0.16666666666666666,0.2
0.15384615384615385,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.0,0.0
0.08333333333333333,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.17647058823529413,0.3333333333333333
