5,16,1
5,141,1
5,230,1
5,264,1
7,91,1
8,87,1
8,100,1
8,109,1
8,270,1
9,3,1
9,11,1
9,38,1
9,70,1
9,99,1
9,172,1
9,192,1
9,207,1
9,296,1
9,308,1
9,309,1
9,310,1
10,16,1
19,294,1
22,294,1
32,117,1
32,162,1
32,163,1
32,234,1
32,243,1
34,24,1
36,116,1
39,307,1
42,64,1
42,319,1
45,64,1
45,146,1
45,317,1
52,248,1
53,144,1
55,83,1
55,290,1
62,306,1
76,78,1
76,100,1
76,102,1
76,109,1
76,167,1
76,270,1
78,87,1
86,29,1
86,64,1
88,87,1
88,279,1
96,16,1
96,32,1
96,38,1
96,52,1
96,61,1
96,70,1
96,89,1
96,97,1
96,98,1
96,99,1
96,107,1
96,109,1
96,110,1
96,117,1
96,129,1
96,151,1
96,161,1
96,197,1
96,207,1
96,231,1
96,299,1
96,308,1
96,309,1
96,310,1
96,320,1
98,311,1
100,279,1
103,79,1
104,16,1
104,48,1
104,52,1
104,53,1
104,214,1
104,231,1
104,238,1
104,243,1
104,248,1
104,277,1
105,310,1
107,110,1
110,231,1
111,29,1
111,139,1
111,172,1
111,192,1
111,302,1
111,303,1
111,308,1
113,307,1
117,234,1
121,312,1
123,24,1
123,34,1
124,79,1
127,28,1
132,238,1
134,16,1
134,28,1
138,11,1
148,64,1
149,79,1
149,84,1
151,61,1
151,107,1
154,307,1
154,312,1
156,118,1
158,141,1
158,231,1
158,251,1
159,117,1
163,243,1
165,184,1
165,200,1
165,230,1
175,141,1
175,321,1
177,306,1
178,309,1
180,282,1
181,141,1
181,161,1
181,180,1
181,221,1
181,253,1
181,273,1
192,13,1
192,259,1
192,305,1
192,308,1
196,47,1
196,60,1
196,160,1
204,141,1
204,282,1
211,69,1
219,29,1
219,64,1
219,116,1
219,141,1
219,182,1
219,253,1
219,266,1
219,312,1
225,310,1
225,314,1
226,309,1
228,91,1
234,32,1
234,257,1
235,118,1
240,36,1
240,116,1
242,292,1
242,298,1
243,24,1
249,16,1
249,231,1
251,231,1
252,3,1
252,32,1
252,38,1
252,70,1
252,192,1
252,207,1
252,225,1
252,294,1
252,296,1
252,307,1
252,309,1
252,310,1
252,314,1
259,13,1
259,305,1
261,131,1
262,28,1
262,136,1
262,210,1
265,52,1
268,89,1
268,91,1
272,16,1
272,51,1
272,52,1
272,53,1
272,165,1
272,181,1
272,214,1
272,222,1
272,231,1
272,234,1
272,238,1
272,243,1
272,248,1
272,277,1
275,52,1
275,129,1
275,192,1
275,207,1
275,307,1
275,308,1
275,312,1
281,83,1
286,118,1
291,314,1
295,309,1
314,310,1
315,120,1
5,204,1
5,281,1
8,220,1
13,4,1
13,219,1
27,204,1
32,18,1
32,175,1
32,203,1
32,211,1
32,212,1
32,217,1
32,239,1
32,241,1
32,269,1
32,276,1
34,15,1
36,208,1
36,209,1
47,241,1
47,246,1
47,268,1
49,23,1
49,281,1
51,0,1
51,18,1
51,267,1
52,227,1
62,216,1
68,246,1
69,211,1
76,17,1
76,220,1
79,187,1
84,187,1
87,128,1
89,205,1
100,193,1
100,271,1
104,0,1
104,10,1
104,12,1
104,14,1
104,15,1
104,18,1
104,23,1
104,56,1
104,94,1
104,175,1
104,199,1
104,203,1
104,204,1
104,206,1
104,209,1
104,211,1
104,212,1
104,215,1
104,217,1
104,218,1
104,227,1
104,228,1
104,232,1
104,237,1
104,240,1
104,244,1
104,246,1
104,247,1
104,256,1
104,258,1
104,262,1
104,263,1
104,267,1
104,268,1
104,271,1
104,276,1
104,281,1
104,286,1
104,288,1
104,318,1
109,220,1
117,175,1
117,198,1
117,203,1
117,208,1
117,217,1
117,240,1
129,7,1
129,188,1
129,199,1
136,218,1
148,21,1
148,224,1
153,15,1
153,203,1
153,211,1
153,212,1
153,241,1
153,256,1
153,268,1
156,271,1
156,286,1
162,7,1
162,18,1
162,94,1
162,149,1
162,201,1
162,203,1
162,241,1
162,268,1
163,18,1
163,175,1
163,203,1
163,211,1
163,212,1
163,217,1
163,239,1
163,241,1
163,256,1
163,276,1
165,25,1
165,201,1
165,244,1
165,250,1
167,17,1
177,216,1
181,10,1
181,15,1
181,23,1
181,55,1
182,4,1
186,21,1
186,175,1
186,201,1
186,233,1
192,175,1
192,176,1
192,178,1
192,179,1
192,183,1
192,188,1
192,189,1
192,202,1
192,219,1
192,220,1
192,227,1
192,236,1
192,239,1
192,254,1
192,269,1
192,275,1
192,285,1
196,241,1
196,274,1
197,65,1
197,176,1
200,25,1
200,201,1
207,176,1
207,198,1
207,269,1
207,287,1
214,246,1
222,205,1
222,245,1
225,239,1
225,280,1
225,291,1
234,18,1
234,40,1
234,175,1
234,211,1
234,212,1
234,217,1
234,239,1
234,241,1
234,256,1
234,276,1
243,18,1
243,94,1
243,228,1
243,241,1
243,256,1
257,7,1
257,12,1
257,228,1
259,7,1
259,187,1
259,195,1
259,219,1
259,228,1
266,2,1
266,4,1
266,95,1
266,233,1
272,0,1
272,10,1
272,12,1
272,14,1
272,15,1
272,18,1
272,23,1
272,94,1
272,112,1
272,175,1
272,185,1
272,199,1
272,203,1
272,204,1
272,206,1
272,209,1
272,211,1
272,212,1
272,215,1
272,217,1
272,218,1
272,228,1
272,237,1
272,240,1
272,241,1
272,244,1
272,246,1
272,247,1
272,256,1
272,258,1
272,262,1
272,263,1
272,267,1
272,268,1
272,271,1
272,276,1
272,281,1
272,286,1
272,288,1
272,318,1
273,23,1
283,220,1
304,6,1
304,176,1
304,229,1
305,88,1
305,183,1
305,202,1
305,219,1
305,239,1
309,287,1
314,236,1
314,280,1
315,229,1
321,71,1
321,256,1
64,142,0
102,89,0
272,4,0
109,137,0
234,131,0
36,231,0
101,16,0
30,156,0
106,225,0
136,254,0
154,90,0
14,230,0
265,315,0
223,20,0
191,32,0
98,46,0
311,315,0
251,254,0
51,82,0
257,129,0
117,193,0
204,300,0
32,11,0
317,61,0
101,73,0
76,4,0
320,264,0
212,153,0
316,12,0
298,28,0
50,172,0
16,168,0
183,76,0
297,281,0
222,19,0
200,241,0
223,173,0
3,16,0
321,246,0
65,251,0
240,24,0
194,270,0
103,184,0
279,295,0
261,70,0
258,64,0
77,167,0
117,235,0
116,46,0
153,31,0
165,182,0
84,64,0
188,230,0
316,16,0
294,159,0
270,60,0
282,290,0
62,38,0
177,19,0
78,311,0
34,73,0
143,61,0
295,60,0
53,197,0
277,107,0
1,223,0
101,117,0
99,122,0
232,8,0
100,292,0
244,64,0
165,299,0
214,1,0
60,133,0
24,309,0
312,56,0
68,169,0
272,301,0
264,107,0
169,62,0
223,77,0
78,279,0
290,122,0
307,148,0
166,191,0
19,144,0
142,161,0
271,311,0
236,60,0
283,212,0
251,83,0
265,200,0
67,74,0
88,76,0
113,123,0
7,186,0
155,317,0
79,279,0
90,106,0
67,57,0
226,16,0
162,267,0
95,294,0
238,21,0
193,200,0
142,109,0
252,290,0
8,242,0
225,134,0
319,126,0
238,253,0
124,177,0
128,87,0
78,227,0
185,197,0
149,100,0
57,306,0
197,36,0
28,247,0
307,185,0
146,312,0
102,194,0
238,224,0
279,189,0
255,110,0
73,33,0
145,302,0
316,29,0
162,62,0
251,159,0
309,258,0
129,42,0
104,184,0
92,48,0
78,316,0
81,303,0
277,302,0
111,53,0
123,307,0
69,132,0
109,144,0
181,86,0
47,310,0
206,153,0
294,256,0
186,207,0
277,10,0
264,100,0
125,16,0
193,29,0
146,79,0
292,241,0
182,140,0
116,69,0
223,113,0
66,73,0
160,221,0
202,83,0
79,36,0
128,238,0
279,196,0
46,239,0
321,235,0
62,9,0
309,73,0
239,181,0
231,124,0
109,162,0
308,28,0
219,251,0
202,167,0
64,241,0
122,186,0
181,32,0
167,143,0
283,258,0
109,37,0
211,312,0
191,87,0
187,83,0
170,69,0
165,74,0
137,177,0
79,283,0
197,202,0
317,6,0
33,148,0
217,221,0
265,195,0
197,198,0
0,279,0
227,51,0
160,17,0
157,46,0
53,91,0
63,34,0
20,164,0
161,237,0
291,221,0
103,51,0
124,315,0
55,279,0
293,63,0
177,14,0
200,213,0
150,32,0
312,274,0
99,202,0
319,157,0
186,105,0
24,264,0
97,52,0
166,207,0
248,146,0
315,8,0
16,0,0
293,30,0
207,234,0
223,131,0
177,76,0
266,80,0
160,91,0
90,228,0
91,107,0
296,258,0
223,213,0
102,154,0
311,167,0
27,219,0
121,283,0
313,84,0
146,264,0
0,48,0
19,48,0
61,244,0
20,309,0
100,191,0
24,152,0
217,311,0
25,51,0
153,258,0
129,154,0
43,5,0
253,305,0
282,277,0
63,100,0
234,253,0
233,296,0
299,262,0
78,71,0
127,90,0
295,298,0
120,308,0
67,176,0
295,102,0
295,126,0
295,130,0
177,140,0
74,241,0
117,144,0
71,28,0
222,182,0
282,146,0
222,229,0
140,312,0
53,286,0
140,68,0
243,36,0
205,200,0
44,312,0
159,165,0
160,162,0
84,173,0
252,96,0
163,176,0
165,243,0
173,186,0
185,167,0
98,102,0
125,200,0
104,154,0
48,18,0
64,60,0
303,44,0
28,0,0
60,17,0
38,311,0
78,79,0
112,129,0
110,264,0
176,61,0
197,312,0
144,135,0
227,270,0
38,1,0
302,75,0
86,91,0
226,319,0
208,191,0
70,21,0
299,220,0
235,79,0
91,131,0
29,131,0
5,106,0
123,163,0
5,132,0
296,56,0
174,273,0
60,176,0
107,100,0
148,208,0
214,177,0
152,238,0
292,299,0
302,287,0
53,79,0
297,266,0
70,115,0
306,167,0
200,217,0
162,53,0
69,244,0
177,214,0
220,153,0
83,94,0
103,319,0
47,221,0
109,68,0
303,313,0
205,90,0
309,19,0
277,21,0
169,20,0
308,209,0
157,279,0
99,226,0
160,23,0
51,103,0
27,279,0
113,303,0
309,165,0
78,268,0
149,304,0
48,134,0
163,121,0
19,279,0
62,265,0
117,7,0
67,272,0
149,32,0
73,43,0
213,131,0
304,85,0
94,316,0
270,188,0
115,309,0
141,307,0
251,163,0
288,293,0
144,274,0
58,283,0
238,195,0
304,132,0
153,188,0
271,36,0
63,109,0
172,9,0
79,290,0
19,273,0
27,127,0
246,253,0
207,298,0
99,265,0
47,19,0
293,259,0
87,267,0
110,3,0
98,117,0
181,185,0
113,128,0
29,36,0
174,100,0
37,200,0
271,308,0
318,253,0
55,192,0
142,36,0
270,295,0
158,116,0
61,109,0
58,129,0
152,74,0
302,48,0
48,203,0
255,26,0
80,113,0
182,78,0
125,60,0
146,156,0
146,172,0
109,199,0
298,221,0
109,317,0
186,219,0
27,95,0
163,150,0
66,118,0
245,48,0
122,64,0
154,292,0
165,21,0
141,88,0
117,33,0
225,238,0
282,62,0
202,293,0
152,161,0
191,312,0
184,261,0
316,299,0
197,185,0
243,7,0
103,162,0
279,292,0
285,248,0
38,120,0
8,247,0
67,142,0
304,5,0
123,33,0
278,221,0
84,251,0
159,8,0
284,266,0
124,51,0
263,70,0
216,131,0
98,251,0
257,276,0
142,214,0
278,28,0
204,62,0
248,50,0
51,285,0
225,85,0
313,222,0
11,50,0
116,153,0
70,201,0
46,148,0
315,21,0
312,74,0
29,53,0
251,152,0
54,314,0
34,162,0
8,134,0
47,188,0
251,58,0
129,194,0
290,54,0
285,177,0
85,60,0
251,250,0
131,86,0
177,5,0
51,149,0
28,289,0
219,129,0
87,243,0
