11,14
1,5
11,27
12,32
51,48
22,33
16,35
25,92
6,24
35,36
16,97
4,16
16,12
19,46
23,83
4,27
86,59
18,59
38,39
93,48
98,84
14,88
10,0
8,37
14,99
17,80
6,18
14,12
12,13
5,26
52,37
23,58
8,96
11,22
38,42
8,42
42,33
17,37
24,85
8,97
7,58
14,74
35,42
16,0
13,32
37,61
8,86
11,94
1,3
4,12
99,84
5,2
11,96
74,83
45,54
14,98
23,48
2,21
4,31
5,9
6,3
92,82
22,74
21,42
15,10
17,96
7,8
14,86
22,97
4,29
30,88
2,34
7,40
37,54
58,36
16,99
27,14
6,12
88,47
35,85
6,22
4,10
12,31
27,58
17,38
51,32
16,85
5,20
23,71
26,21
78,37
8,38
4,13
37,96
19,94
8,41
75,65
17,39
6,27
41,42
18,74
5,34
35,87
6,19
4,40
24,28
19,45
26,92
8,39
16,98
23,88
2,11
17,40
6,16
4,17
4,8
17,69
15,94
71,83
9,96
7,69
23,93
20,94
41,39
95,31
4,14
31,46
8,40
14,94
22,30
34,42
4,22
6,45
18,19
9,34
44,46
42,43
46,55
6,46
21,92
14,97
20,47
5,11
80,37
22,14
6,44
36,59
5,3
17,58
12,87
22,23
4,30
9,21
8,17
7,41
72,77
18,94
18,45
4,2
11,97
5,21
1,2
4,7
19,44
8,85
2,10
24,58
40,42
8,43
9,26
40,41
2,26
25,82
17,86
92,78
24,51
45,61
18,61
8,58
40,39
15,74
20,45
27,97
17,92
11,23
1,6
34,58
13,29
7,17
27,30
16,86
8,80
45,55
17,43
9,97
37,42
4,15
22,27
17,85
