14,62
28,69
92,24
36,0
5,62
19,85
7,81
60,50
1,44
67,83
15,21
3,29
37,25
67,28
50,82
35,27
64,39
11,21
1,94
56,26
75,1
35,25
40,11
72,55
45,89
13,38
55,75
12,7
8,16
3,85
4,38
49,29
74,40
93,44
77,74
82,4
48,91
1,66
78,6
48,38
4,64
98,36
88,21
36,30
67,23
87,77
62,48
77,6
75,7
37,85
65,44
55,90
78,46
82,27
78,18
77,61
68,26
77,81
93,5
24,22
50,7
74,41
40,31
8,36
92,74
70,88
18,38
47,50
99,1
4,95
77,76
18,66
15,31
93,10
73,70
44,88
36,65
53,90
76,32
64,20
0,33
24,98
48,62
77,33
46,3
16,91
44,34
45,7
32,77
14,50
62,90
45,60
9,55
70,64
0,56
18,78
18,25
85,65
33,59
73,31
84,85
79,70
54,5
28,47
42,48
57,46
69,3
31,51
20,73
62,39
60,84
75,25
64,14
35,22
66,19
13,66
84,14
34,1
33,43
5,6
0,89
77,86
71,63
84,33
24,29
33,24
66,25
74,30
68,38
11,64
57,11
55,98
50,79
13,28
85,11
45,23
65,23
84,0
63,21
91,34
33,96
13,8
72,28
76,6
70,10
31,44
42,58
98,5
13,95
10,38
22,5
93,77
35,1
49,92
29,37
33,99
44,50
18,96
24,38
10,9
82,31
43,19
35,21
30,59
85,5
36,83
44,65
5,89
32,30
88,65
24,67
20,15
59,39
35,38
10,60
29,96
95,20
17,44
76,7
18,7
38,64
73,27
25,4
83,42
36,14
84,1
75,41
74,28
2,78
59,70
56,55
56,45
26,18
53,4
66,46
21,46
43,90
34,23
51,50
