precision_g4,recall_g4,precision_g35,recall_g35,precision_la,recall_la
0.35,0.7142857142857143,0.16666666666666666,0.2857142857142857,0.2857142857142857,0.42857142857142855
0.23076923076923078,0.4444444444444444,0.0,0.0,0.3125,0.4444444444444444
0.32142857142857145,0.7142857142857143,0.4,0.2857142857142857,0.375,0.5714285714285714
0.3333333333333333,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.35714285714285715,0.42857142857142855
0.13793103448275862,0.5,0.2222222222222222,0.25,0.3333333333333333,0.25
0.3,0.7142857142857143,0.5,0.42857142857142855,0.2777777777777778,0.42857142857142855
0.2,0.42857142857142855,0.2,0.2857142857142857,0.05263157894736842,0.14285714285714285
0.12903225806451613,0.25,0.0,0.0,0.0,0.0
0.25,0.5,0.4,0.25,0.0,0.0
0.1724137931034483,0.6,0.2,0.4,0.14285714285714285,0.4
0.16666666666666666,0.5,0.38461538461538464,0.75,0.3076923076923077,0.75
0.21428571428571427,0.5714285714285714,0.125,0.14285714285714285,0.25,0.42857142857142855
0.16666666666666666,0.375,0.1111111111111111,0.125,0.25,0.375
0.25925925925925924,0.5555555555555556,0.45454545454545453,0.5555555555555556,0.3333333333333333,0.5555555555555556
0.17857142857142858,0.4444444444444444,0.5,0.4444444444444444,0.23076923076923078,0.3333333333333333
0.2222222222222222,0.3333333333333333,0.3,0.5555555555555556,0.3333333333333333,0.3333333333333333
0.14814814814814814,0.3333333333333333,0.25,0.2222222222222222,0.16666666666666666,0.2222222222222222
0.25,0.5,0.4444444444444444,0.375,0.0,0.0
0.13793103448275862,0.6,0.0,0.0,0.07692307692307693,0.2
0.20689655172413793,0.42857142857142855,0.3333333333333333,0.2857142857142857,0.26666666666666666,0.2857142857142857
0.17857142857142858,0.4444444444444444,0.125,0.1111111111111111,0.0,0.0
0.10344827586206896,0.5,0.0,0.0,0.06666666666666667,0.16666666666666666
0.13793103448275862,0.2857142857142857,0.125,0.14285714285714285,0.16666666666666666,0.2857142857142857
0.27586206896551724,0.75,0.5384615384615384,0.625,0.1111111111111111,0.125
0.13793103448275862,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.0,0.0
0.21428571428571427,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.0,0.0
0.2413793103448276,0.625,0.23076923076923078,0.375,0.21428571428571427,0.25
0.20689655172413793,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.3684210526315789,0.3333333333333333
0.14285714285714285,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.17647058823529413,0.42857142857142855
0.14285714285714285,0.6,0.125,0.2,0.08333333333333333,0.2
0.1111111111111111,0.3333333333333333,0.0,0.0,0.0625,0.16666666666666666
